"Titre court";"Titre complet";"Numéro de l'amendement";"Partie de l'amendement";"Sort de l'amendement";"Désignation de l'article";"Délibération";"Auteur";"Cosignataire(s)";"Instance";"Etape du texte";"URL Dossier législatif";"URL Texte référence";"URL Amendement";"URL Amendement format XML"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 227 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF227";"";"Non renseigné";"Après l'article 2";"Première délibération";"Bonnivard Émilie";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF227";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000227.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 18 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF18";"";"Non renseigné";"Article 9";"Première délibération";"Louwagie Véronique";"  M. Jean-Pierre Vigier, M. Hetzel, Mme Dalloz, M. Cordier, M. Cinieri, M. Bazin, M. Gosselin, M. Forissier, M. Neuder, Mme Anthoine, M. Dubois, Mme Bazin-Malgras, M. Di Filippo, M. Vatin, M. Fabrice Brun, M. Dive, M. Kamardine, M. Herbillon, M. Descoeur, Mme Serre, M. Nury, M. Viry et Mme Duby-Muller";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_9";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF18";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000018.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 161 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF161";"";"Non renseigné";"Après l'article 2";"Première délibération";"Boyer Pascale";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF161";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000161.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 193 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF193";"";"Non renseigné";"Article 2";"Première délibération";"Vigier Jean-Pierre";"  Mme Bazin-Malgras, Mme Anthoine, M. Descoeur, M. Taite, Mme Louwagie, Mme Valentin, Mme Corneloup, Mme Bonnivard, Mme Serre et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF193";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000193.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 190 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF190";"";"Non renseigné";"Après l'article 3";"Première délibération";"Lebon Karine";"  M. Sansu et M. Tellier";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_3";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF190";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000190.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 230 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF230";"";"Non renseigné";"Article PREMIER";"Première délibération";"Tanguy Jean-Philippe";"  M. Allisio, M. Grenon, M. Lottiaux, M. Schreck, M. Sabatou, M. Mauvieux, M. Dessigny, M. Cabrolier, M. Bryan Masson et M. Salmon";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF230";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000230.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 195 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF195";"";"Non renseigné";"Après l'article 4";"Première délibération";"Vigier Jean-Pierre";"  M. Descoeur, M. Taite, Mme Valentin, Mme Corneloup, Mme Serre et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_4";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF195";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000195.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 223 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF223";"";"Non renseigné";"Après l'article PREMIER";"Première délibération";"Jolivet François";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF223";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000223.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 38 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF38";"";"Non renseigné";"Après l'article 4";"Première délibération";"Louwagie Véronique";"  M. Viry, M. Marleix, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, Mme Dalloz, M. Descoeur, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Pierre-Henri Dumont, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, Mme Gruet, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Le Fur, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques, M. Jean-Pierre Vigier et M. Vincendet";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_4";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF38";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000038.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 209 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF209";"";"Non renseigné";"Avant l'article 9";"Première délibération";"Sas Eva";"  Mme Arrighi et M. Ben Cheikh";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_9";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF209";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000209.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 189 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF189";"";"Non renseigné";"Après l'article 4";"Première délibération";"Lebon Karine";"  M. Sansu et M. Tellier";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_4";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF189";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000189.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 19 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF19";"";"Non renseigné";"Article 9";"Première délibération";"Louwagie Véronique";"  M. Jean-Pierre Vigier, M. Hetzel, Mme Dalloz, M. Cordier, M. Cinieri, M. Bazin, M. Gosselin, M. Forissier, M. Neuder, Mme Anthoine, M. Dubois, Mme Bazin-Malgras, M. Di Filippo, M. Vatin, M. Fabrice Brun, M. Dive, M. Kamardine, M. Herbillon, M. Descoeur, Mme Serre, M. Nury, M. Viry et Mme Duby-Muller";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_9";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF19";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000019.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 191 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF191";"";"Non renseigné";"Après l'article 3";"Première délibération";"Lebon Karine";"  M. Sansu et M. Tellier";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_3";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF191";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000191.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 103 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF103";"";"Non renseigné";"Avant l'article PREMIER";"Première délibération";"Di Filippo Fabien";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF103";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000103.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 203 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF203";"";"Non renseigné";"Après l'article 15";"Première délibération";"Le Fur Marc";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_15";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF203";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000203.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 156 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF156";"";"Non renseigné";"Après l'article PREMIER";"Première délibération";"Arenas Rodrigo";"  Mme Abomangoli, M. Alexandre, M. Amard, Mme Amiot, Mme Amrani, Mme Autain, M. Bernalicis, M. Bex, M. Bilongo, M. Bompard, M. Boumertit, M. Boyard, M. Caron, M. Carrière, M. Chauche, Mme Chikirou, M. Clouet, M. Coquerel, M. Corbière, M. Coulomme, Mme Couturier, M. Davi, M. Delogu, Mme Dufour, Mme Erodi, Mme Etienne, M. Fernandes, Mme Ferrer, Mme Fiat, M. Gaillard, Mme Garrido, Mme Guetté, M. Guiraud, Mme Hignet, Mme Keke, M. Kerbrat, M. Lachaud, M. Laisney, M. Le Gall, Mme Leboucher, Mme Leduc, M. Legavre, Mme Legrain, Mme Lepvraud, M. Léaument, Mme Pascale Martin, Mme Élisa Martin, M. Martinet, M. Mathieu, M. Maudet, Mme Maximi, Mme Manon Meunier, M. Nilor, Mme Obono, Mme Oziol, Mme Panot, M. Piquemal, M. Portes, M. Prud'homme, M. Quatennens, M. Ratenon, M. Rome, M. Ruffin, M. Saintoul, M. Sala, Mme Simonnet, Mme Soudais, Mme Stambach-Terrenoir, Mme Taurine, Mme Taurinya, M. Tavel, Mme Trouvé, M. Vannier et M. Walter";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF156";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000156.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 130 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF130";"";"Non renseigné";"Après l'article 2";"Première délibération";"Boyer Pascale";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF130";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000130.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 17 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF17";"";"Non renseigné";"Article 2";"Première délibération";"Louwagie Véronique";"  M. Jean-Pierre Vigier, M. Hetzel, Mme Dalloz, M. Cordier, M. Cinieri, M. Bazin, M. Gosselin, M. Forissier, M. Neuder, Mme Anthoine, M. Dubois, Mme Bazin-Malgras, M. Di Filippo, M. Vatin, M. Fabrice Brun, M. Dive, M. Kamardine, M. Herbillon, M. Descoeur, Mme Serre, M. Nury, M. Viry et Mme Duby-Muller";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF17";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000017.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 265 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF265";"";"Non renseigné";"Après l'article 4";"Première délibération";"Tanguy Jean-Philippe";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_4";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF265";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000265.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 232 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF232";"";"Non renseigné";"Article 2";"Première délibération";"Tanguy Jean-Philippe";"  M. Allisio, M. Grenon, M. Lottiaux, M. Schreck, M. Sabatou, M. Mauvieux, M. Dessigny, M. Cabrolier, M. Bryan Masson et M. Salmon";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF232";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000232.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 28 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF28";"";"Non renseigné";"Après l'article 15";"Première délibération";"Louwagie Véronique";"  M. Viry, M. Marleix, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, Mme Dalloz, M. Descoeur, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Pierre-Henri Dumont, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, Mme Gruet, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques, M. Jean-Pierre Vigier et M. Vincendet";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_15";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF28";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000028.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 196 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF196";"";"Non renseigné";"Après l'article 2";"Première délibération";"Vigier Jean-Pierre";"  M. Descoeur, M. Taite, Mme Valentin, Mme Corneloup, Mme Bonnivard, Mme Serre et M. Viry";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_2";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF196";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000196.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 228 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF228";"";"Non renseigné";"Avant l'article PREMIER";"Première délibération";"Tanguy Jean-Philippe";"  M. Allisio, M. Grenon, M. Lottiaux, M. Schreck, M. Sabatou, M. Mauvieux, M. Dessigny, M. Cabrolier, M. Bryan Masson et M. Salmon";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF228";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000228.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 69 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF69";"";"Non renseigné";"Article 12";"Première délibération";"de Courson Charles";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_12";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF69";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000069.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 164 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF164";"";"Non renseigné";"Après l'article 4";"Première délibération";"Boyer Pascale";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_4";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF164";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000164.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 224 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF224";"";"Non renseigné";"Après l'article 4";"Première délibération";"Bonnivard Émilie";;"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_4";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF224";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000224.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 37 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"CF37";"";"Non renseigné";"Avant l'article PREMIER";"Première délibération";"Louwagie Véronique";"  M. Viry, M. Marleix, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, Mme Dalloz, M. Descoeur, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Pierre-Henri Dumont, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, Mme Gruet, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Le Fur, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques, M. Jean-Pierre Vigier et M. Vincendet";"Finances";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/CION_FIN/CF37";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO59048B0017P0D1N000037.xml"
