"Titre court";"Titre complet";"Numéro de l'amendement";"Partie de l'amendement";"Sort de l'amendement";"Désignation de l'article";"Délibération";"Auteur";"Cosignataire(s)";"Instance";"Etape du texte";"URL Dossier législatif";"URL Texte référence";"URL Amendement";"URL Amendement format XML"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 62 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"62";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Naegelen Christophe";"  M. Guy Bricout, M. de Courson, Mme Descamps, M. Lenormand, M. Mathiasin, M. Morel-À-L'Huissier, M. Warsmann et Mme Youssouffa";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/62";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000062.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 22 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"22";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Descoeur Vincent";"  M. Gosselin, M. Hetzel, M. Jean-Pierre Vigier, Mme Bazin-Malgras, Mme Frédérique Meunier, M. Bourgeaux, M. Bony, Mme Bonnivard, Mme Valentin, M. Fabrice Brun, M. Viry et Mme Anthoine";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/22";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000022.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 929 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"929";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Delaporte Arthur";"  Mme Pires Beaune, M. Aviragnet, Mme Battistel, M. Bouloux, M. Philippe Brun, M. Califer, M. David, M. Delautrette, M. Echaniz, M. Olivier Faure, M. Garot, M. Guedj, M. Hajjar, Mme Jourdan, Mme Keloua Hachi, M. Leseul, M. Naillet, M. Bertrand Petit, Mme Pic, Mme Rabault, Mme Rouaux, Mme Santiago, M. Saulignac, Mme Untermaier et M. Vallaud";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/929";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000929.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 919 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"919";"";"Adopté";"Avant l'article PREMIER";"Première délibération";"Cordier Pierre";"  M. Marleix, Mme Louwagie, M. Di Filippo, Mme Valentin, M. Jean-Pierre Vigier, M. Bazin, M. Viry, Mme Gruet, M. Portier, Mme Bonnivard, M. Le Fur, M. Cinieri et Mme Corneloup";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/919";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000919.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 167 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"167";"";"Retiré";"Avant l'article PREMIER";"Première délibération";"Cazeneuve Jean-René rapporteur au nom de la commission des finances";"  M. Cordier, M. Cinieri, Mme Corneloup, Mme Valentin, M. Jean-Pierre Vigier, M. Bazin, M. Di Filippo, M. Viry, Mme Gruet et M. Portier";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/167";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000167.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 14 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"14";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Cordier Pierre";"  M. Cinieri, M. Hetzel, Mme Corneloup, Mme Valentin, Mme Anthoine, M. Jean-Pierre Vigier, M. Di Filippo, Mme Frédérique Meunier, M. Bazin, M. Descoeur, Mme Serre, M. Portier, M. Seitlinger, Mme Bonnivard, M. Gosselin, M. Viry et M. Dive";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/14";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000014.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 575 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"575";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Untermaier Cécile";"  Mme Pires Beaune, M. Bouloux, M. Philippe Brun, M. Baptiste, M. Vallaud, M. Aviragnet, Mme Battistel, M. Califer, M. David, M. Delaporte, M. Delautrette, M. Echaniz, M. Olivier Faure, M. Garot, M. Guedj, M. Hajjar, Mme Jourdan, Mme Karamanli, Mme Keloua Hachi, M. Leseul, M. Naillet, M. Bertrand Petit, Mme Pic, M. Potier, Mme Rabault, Mme Rouaux, Mme Santiago, M. Saulignac, Mme Thomin et M. Vicot";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/575";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000575.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 562 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"562";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Dalloz Marie-Christine";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/562";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000562.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 595 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"595";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Gruet Justine";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/595";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000595.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 491 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"491";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Dumont Pierre-Henri";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/491";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000491.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 116 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"116";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Dive Julien";"  M. Jean-Pierre Vigier, M. Gosselin, M. Bourgeaux, M. Neuder, M. Dubois, Mme Anthoine, Mme Bazin-Malgras, M. Vatin, M. Di Filippo, M. Kamardine, M. Descoeur, M. Herbillon, M. Hetzel, M. Minot, M. Bazin, Mme Valentin, Mme Corneloup, Mme Bonnivard, M. Rolland, Mme Serre et M. Viry";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/116";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000116.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 107 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"107";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Louwagie Véronique";"  M. Marleix, Mme Anthoine, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme Corneloup, Mme D'Intorni, M. Descoeur, M. Di Filippo, M. Dive, M. Dubois, Mme Duby-Muller, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Le Fur, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Neuder, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, Mme Valentin, M. Vatin, M. Vermorel-Marques, M. Jean-Pierre Vigier, M. Vincendet et M. Viry";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/107";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000107.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 244 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"244";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Di Filippo Fabien";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/244";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000244.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 484 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"484";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Le Fur Marc";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/484";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000484.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 449 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"449";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Neuder Yannick";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/449";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000449.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 558 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"558";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Dalloz Marie-Christine";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/558";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000558.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 582 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"582";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Gruet Justine";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/582";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000582.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 644 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"644";"";"Non soutenu";"Avant l'article PREMIER";"Première délibération";"Anthoine Emmanuelle";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/644";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000644.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 292 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"292";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Bassire Nathalie";"  M. Naegelen, M. Pancher, M. de Courson, M. Morel-À-L'Huissier, M. Acquaviva, M. Guy Bricout, M. Castellani, M. Colombani, Mme Descamps, M. Lenormand, M. Mathiasin, M. Molac, M. Serva, M. Warsmann et Mme Youssouffa";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/292";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000292.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 476 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"476";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Corneloup Josiane";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/476";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000476.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 504 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"504";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Valentin Isabelle";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/504";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000504.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 783 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"783";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Tanguy Jean-Philippe";"  M. Ballard, M. Allisio, Mme Auzanot, M. Barthès, M. Baubry, M. Beaurain, M. Bentz, M. Berteloot, M. Bilde, M. Blairy, Mme Blanc, M. Boccaletti, Mme Bordes, M. Bovet, M. Buisson, M. Cabrolier, M. Catteau, M. Chenu, M. Chudeau, Mme Colombier, Mme Cousin, Mme Da Conceicao Carvalho, M. de Fournas, M. de Lépinau, M. Dessigny, Mme Diaz, Mme Dogor-Such, M. Dragon, Mme Engrand, M. Falcon, M. François, M. Frappé, Mme Frigout, Mme Galzy, M. Giletti, M. Gillet, M. Girard, M. Gonzalez, Mme Florence Goulet, Mme Grangier, M. Grenon, M. Guiniot, M. Guitton, Mme Hamelet, M. Houssin, M. Hébrard, M. Jacobelli, M. Jolly, Mme Laporte, Mme Lavalette, Mme Le Pen, Mme Lechanteux, Mme Lelouis, Mme Levavasseur, Mme Loir, M. Lopez-Liguori, Mme Lorho, M. Lottiaux, M. Loubet, M. Marchio, Mme Martinez, Mme Alexandra Masson, M. Bryan Masson, M. Mauvieux, M. Meizonnet, Mme Menache, M. Meurin, M. Muller, Mme Mélin, M. Ménagé, M. Odoul, Mme Mathilde Paris, Mme Parmentier, M. Pfeffer, Mme Pollet, M. Rambaud, Mme Ranc, M. Rancoule, Mme Robert-Dehault, Mme Roullaud, Mme Sabatini, M. Sabatou, M. Salmon, M. Schreck, M. Taché de la Pagerie, M. Taverne, M. Tivoli et M. Villedieu";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/783";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000783.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 695 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"695";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Ménard Emmanuelle";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/695";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000695.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 462 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"462";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Dumont Pierre-Henri";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/462";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000462.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 103 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"103";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Louwagie Véronique";"  M. Viry, M. Marleix, M. Bazin, Mme Bazin-Malgras, Mme Blin, Mme Bonnivard, M. Bony, M. Boucard, M. Bourgeaux, M. Breton, M. Brigand, M. Fabrice Brun, M. Cinieri, M. Ciotti, M. Cordier, Mme D'Intorni, M. Descoeur, M. Dive, M. Dubois, Mme Duby-Muller, M. Forissier, M. Gaultier, Mme Genevard, M. Gosselin, M. Habert-Dassault, M. Meyer Habib, M. Herbillon, M. Hetzel, M. Juvin, M. Kamardine, M. Emmanuel Maquet, Mme Alexandra Martin, Mme Frédérique Meunier, M. Minot, M. Nury, M. Pauget, Mme Petex-Levet, M. Portier, M. Pradié, Mme Périgault, M. Ray, M. Rolland, M. Schellenberger, M. Seitlinger, Mme Serre, Mme Tabarot, M. Taite, M. Thiériot, M. Vatin, M. Vermorel-Marques, M. Jean-Pierre Vigier et M. Vincendet";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/103";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000103.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 1058 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"1058";"";"Non renseigné";"Article PREMIER";"Première délibération";"de Courson Charles";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/1058";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N001058.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 809 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"809";"";"Retiré";"Avant l'article PREMIER";"Première délibération";"Dunoyer Philippe";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/809";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000809.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 812 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"812";"";"Retiré";"Avant l'article PREMIER";"Première délibération";"Dunoyer Philippe";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/812";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000812.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 61 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"61";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Naegelen Christophe";"  M. Guy Bricout, Mme Descamps, M. Lenormand, M. Mathiasin, M. Morel-À-L'Huissier, M. Warsmann et Mme Youssouffa";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/61";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000061.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 200 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"200";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Hetzel Patrick";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/200";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000200.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 703 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"703";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Ménard Emmanuelle";;"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/703";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000703.xml"
"LOI DE FINANCES RECTIFICATIVE POUR 2022";"Amendement n° 2 - LOI DE FINANCES RECTIFICATIVE POUR 2022 - 1ère lecture (1ère assemblée saisie) - n° 17";"2";"";"Rejeté";"Avant l'article PREMIER";"Première délibération";"Brun Philippe";"  M. Baptiste, Mme Pires Beaune, M. Bouloux, M. Aviragnet, Mme Battistel, M. Califer, M. David, M. Delaporte, M. Delautrette, M. Echaniz, M. Olivier Faure, M. Garot, M. Guedj, M. Hajjar, Mme Jourdan, Mme Karamanli, Mme Keloua Hachi, M. Leseul, M. Naillet, M. Bertrand Petit, Mme Pic, M. Potier, Mme Rabault, Mme Rouaux, Mme Santiago, M. Saulignac, Mme Thomin, Mme Untermaier, M. Vallaud, M. Vicot et les membres du groupe Socialistes et apparentés (membre de l&#8217;intergroupe Nupes)";"Séance publique";"1ère lecture (1ère assemblée saisie)";"https://www.assemblee-nationale.fr/dyn/16/dossiers/loi_finances_rectificative_2022";"https://www.assemblee-nationale.fr/16/textes/0017.asp#D_Article_1er";"https://www.assemblee-nationale.fr/dyn/16/amendements/0017/AN/2";"https://www.assemblee-nationale.fr/dyn/opendata/AMANR5L16PO791932B0017P0D1N000002.xml"
